"to","from","n"
"Aubrey.Ivan.Whitehead@verizon.net","Eden.Bernard.Strickland@dtaa.com",12
"Aubrey.Ivan.Whitehead@verizon.net","Joshua.Jamal.Bowen@dtaa.com",1
"Aubrey.Ivan.Whitehead@verizon.net","Nelle.Jade.Mcdowell@dtaa.com",2
"Aubrey.Ivan.Whitehead@verizon.net","Sarah.Penelope.Duffy@dtaa.com",1
"Aubrey.Levi.Holden@cox.net","Azalia.MacKensie.Schultz@dtaa.com",15
"Aubrey.Levi.Holden@cox.net","Joy.Yolanda.Beck@dtaa.com",3
"Aubrey.Levi.Holden@cox.net","Odessa.Susan.Bowman@dtaa.com",1
"Aubrey.Oprah.Phillips@msn.com","Holmes.Troy.Burnett@dtaa.com",11
"Aubrey.Raymond.Shepherd@hp.com","Cedric.Cyrus.Harrison@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Akeem.Xanthus.Bryant@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Allegra.Brianna.Stanton@dtaa.com",2
"Audra.Madonna.Tran@dtaa.com","Ashely.Kai.Bruce@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Avye.Sharon.Jacobs@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Benedict.Sebastian.Allen@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Craig.Duncan.Moreno@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Cullen.Arden.Wolf@dtaa.com",2
"Audra.Madonna.Tran@dtaa.com","Dane.Bert.Mcfadden@dtaa.com",3
"Audra.Madonna.Tran@dtaa.com","Dane.Vladimir.Schmidt@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Daniel.Phillip.Bauer@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Daquan.Wesley.Mcknight@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Dean.Harper.Witt@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Emerald.Bree.Hart@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Giselle.Shellie.Barnett@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Gretchen.Wendy.Cleveland@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Hayes.Tobias.Mcdowell@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Hyacinth.Hanae.Leonard@dtaa.com",3
"Audra.Madonna.Tran@dtaa.com","Ivory.Ann.Shelton@dtaa.com",2
"Audra.Madonna.Tran@dtaa.com","Jolene.Martha.Blake@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Justin.Declan.Gross@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Keaton.Avram.Whitley@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Kendall.Nevada.Coffey@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Leigh.Ina.Merrill@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Lucius.Plato.Russell@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","MacKenzie.Yael.Beasley@dtaa.com",2
"Audra.Madonna.Tran@dtaa.com","Maxwell.Mason.Osborne@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Mercedes.Stephanie.Calderon@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Miranda.Natalie.Tate@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Morgan.Gretchen.Nunez@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Nadine.Anjolie.Gregory@dtaa.com",2
"Audra.Madonna.Tran@dtaa.com","Nicholas.Bert.Pittman@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Nolan.Elmo.Cherry@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Ocean.Clementine.Long@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Orson.Abbot.Walker@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Patrick.Paul.Robles@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Robert.Leonard.Hernandez@dtaa.com",2
"Audra.Madonna.Tran@dtaa.com","Ruth.Daphne.Carver@dtaa.com",2
"Audra.Madonna.Tran@dtaa.com","Silas.Hop.Walker@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Sloane.Lacey.Mcmahon@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Stella.Ursula.Velasquez@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Stephanie.Farrah.Moreno@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Suki.Linda.Odom@dtaa.com",1
"Audra.Madonna.Tran@dtaa.com","Thaddeus.Quamar.Hampton@dtaa.com",2
"Audra.Olga.Barr@yahoo.com","Evan.Bevis.Colon@dtaa.com",1
"Audra.Olga.Barr@yahoo.com","Rhona.Paula.Hammond@dtaa.com",1
"Audra.Penelope.Fleming@aol.com","Anika.Judith.Valentine@dtaa.com",17
"Audra.Penelope.Fleming@aol.com","Rudyard.Drake.Hampton@dtaa.com",1
"Audra.Zena.Quinn@netzero.com","Grady.Calvin.Morin@dtaa.com",1
"Audra.Zena.Quinn@netzero.com","Hall.Curran.Hood@dtaa.com",1
"Audra.Zena.Quinn@netzero.com","Hunter.Stephen.Slater@dtaa.com",11
"Audrey.Bethany.Dyer@juno.com","Catherine.Uta.Calhoun@dtaa.com",1
"Audrey.Deborah.Patel@juno.com","Zoe.Jena.Williams@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Adele.Ursa.Suarez@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Aladdin.Brody.Mclean@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Albert.Colt.Wiggins@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Aline.Vanna.Rojas@dtaa.com",3
"Audrey.Shea.Joyce@dtaa.com","Amir.August.Roy@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Anastasia.Ava.Curry@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Anika.Judith.Valentine@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Anne.Zia.Hawkins@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Ashton.Lucius.Mccarty@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Axel.Xerxes.Chapman@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Beck.Cain.Marsh@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Bevis.Dante.Mayo@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Brett.Aidan.Duke@dtaa.com",2
"Audrey.Shea.Joyce@dtaa.com","Burton.Maxwell.Levy@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Caleb.Ezra.Weber@dtaa.com",2
"Audrey.Shea.Joyce@dtaa.com","Dakota.Clare.Williamson@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Dante.Elmo.Weber@dtaa.com",2
"Audrey.Shea.Joyce@dtaa.com","Demetrius.Armando.Lara@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Drake.Ivan.Mejia@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Eagan.Arthur.Holman@dtaa.com",2
"Audrey.Shea.Joyce@dtaa.com","Emerald.Glenna.Lester@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Francesca.Aimee.Mendoza@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Garrison.Davis.Knight@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Giacomo.Russell.Moreno@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Gil.Walker.Gaines@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Ginger.Geraldine.Petty@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Helen.Brooke.Buchanan@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Herrod.Len.Parker@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Hiram.Sawyer.Sykes@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Jermaine.Clarke.Barnett@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","John.Griffith.Frost@dtaa.com",2
"Audrey.Shea.Joyce@dtaa.com","Jolene.Martha.Blake@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Kaden.Tarik.Giles@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Katelyn.Cailin.Solomon@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Kathleen.Audrey.Vargas@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Kathleen.Molly.Hunter@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Keaton.Avram.Whitley@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Kenyon.Salvador.May@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Kylan.Pamela.Barry@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Maggy.Aspen.Pitts@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Mallory.Lynn.Osborn@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Mari.Jamalia.Owen@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Minerva.Jocelyn.Buckner@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Norman.Leo.Pierce@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Prescott.Tyrone.Abbott@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Quemby.Charity.Dudley@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Rogan.August.Reed@dtaa.com",2
"Audrey.Shea.Joyce@dtaa.com","Rose.Nadine.Ayers@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Sloane.Zachery.Griffin@dtaa.com",1
"Audrey.Shea.Joyce@dtaa.com","Warren.Bruno.Yang@dtaa.com",1
"August.Abdul.Marquez@charter.net","Ashely.Violet.Joyner@dtaa.com",13
"August.Abdul.Marquez@charter.net","Evan.Bevis.Colon@dtaa.com",1
"August.Abdul.Marquez@charter.net","Octavia.Claudia.Bell@dtaa.com",1
"August.Abdul.Marquez@charter.net","Stephen.Timothy.Waters@dtaa.com",11
"August.Nicolas.Johnson@earthlink.net","Ashton.Lucius.Mccarty@dtaa.com",1
"Aurelia.Ashely.Greer@hp.com","Azalia.Inez.Benton@dtaa.com",18
"Aurelia.Ashely.Greer@hp.com","Jaden.Alisa.Waller@dtaa.com",1
"Aurelia.Ashely.Greer@hp.com","Quyn.Tara.Patterson@dtaa.com",1
"Aurelia.Blair.Rhodes@gmail.com","Chancellor.Solomon.Gray@dtaa.com",1
"Aurelia.Blair.Rhodes@gmail.com","Elvis.Hamilton.Sandoval@dtaa.com",1
"Aurelia.Blair.Rhodes@gmail.com","Honorato.Salvador.Morris@dtaa.com",3
"Aurelia.Blair.Rhodes@gmail.com","Suki.Linda.Odom@dtaa.com",16
"Aurelia.Deborah.Gill@aol.com","Grady.Calvin.Morin@dtaa.com",1
"Aurelia.Kai.Underwood@boeing.com","Dante.David.Mcgee@dtaa.com",1
"Aurelia.Martha.Marshall@sbcglobal.net","Ahmed.Quinlan.Melton@dtaa.com",4
"Aurelia.Martha.Marshall@sbcglobal.net","Karen.Carolyn.Langley@dtaa.com",27
"Aurelia.Martha.Marshall@sbcglobal.net","Kennan.Thane.Chavez@dtaa.com",8
"Aurelia.Martha.Marshall@sbcglobal.net","Orson.Abbot.Walker@dtaa.com",1
"Aurelia.Tamekah.Ford@charter.net","Jemima.Jane.Park@dtaa.com",1
"Aurelia.Tamekah.Ford@charter.net","Kitra.Jenette.Chambers@dtaa.com",3
"Aurora.Holly.Hensley@optonline.net","Kane.Julian.Burgess@dtaa.com",1
"Aurora.Holly.Hensley@optonline.net","Rigel.Dominic.Bowman@dtaa.com",1
"Aurora.Lacota.Chapman@earthlink.net","Ashton.Lucius.Mccarty@dtaa.com",14
"Aurora.Lacota.Chapman@earthlink.net","Chadwick.Valentine.Roy@dtaa.com",1
"Aurora.Lacota.Chapman@earthlink.net","Perry.Reese.Morton@dtaa.com",1
"Aurora.Lacota.Chapman@earthlink.net","Yeo.Xyla.Garner@dtaa.com",1
"Austin.Elliott.Morin@yahoo.com","Merrill.Neil.Bishop@dtaa.com",13
"Austin.Herrod.Cohen@msn.com","Beverly.Cheryl.Sweet@dtaa.com",1
"Austin.Herrod.Cohen@msn.com","Bree.Isabelle.Sweet@dtaa.com",6
"Austin.Justin.Craft@netzero.com","Jasmine.Ria.Banks@dtaa.com",2
"Austin.Justin.Craft@netzero.com","Josephine.Sylvia.Parsons@dtaa.com",7
"Austin.Justin.Craft@netzero.com","Tara.Elizabeth.Chen@dtaa.com",8
"Austin.Justin.Craft@netzero.com","Todd.Jonathan.Shields@dtaa.com",7
"Austin.Patrick.Bates@juno.com","Chancellor.Rigel.William@dtaa.com",1
"Austin.Patrick.Bates@juno.com","Lila.Brooke.Mann@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Barclay.Levi.Mckenzie@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Beck.Phillip.Blevins@dtaa.com",16
"Austin.Stewart.Mccarthy@dtaa.com","Burke.Reed.Haynes@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Callie.Sierra.Gates@dtaa.com",26
"Austin.Stewart.Mccarthy@dtaa.com","Carl.Scott.Hooper@dtaa.com",11
"Austin.Stewart.Mccarthy@dtaa.com","Carson.Caesar.Olson@dtaa.com",17
"Austin.Stewart.Mccarthy@dtaa.com","Castor.Chaim.Combs@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Chandler.Robert.Warner@dtaa.com",16
"Austin.Stewart.Mccarthy@dtaa.com","Chase.Castor.Rush@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Cherokee.Germane.Stokes@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Ciara.Wynne.Acevedo@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Dorian.Samson.Randall@dtaa.com",22
"Austin.Stewart.Mccarthy@dtaa.com","Dylan.Kaden.Bonner@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Edward.Benjamin.Buck@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Edward.Plato.Parks@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Elmo.Drake.Mcfadden@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Emmanuel.Casey.Wiggins@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Evelyn.Jane.Wong@dtaa.com",25
"Austin.Stewart.Mccarthy@dtaa.com","Gisela.Jeanette.Watkins@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Guy.Caesar.Finch@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Howard.Jonathan.Contreras@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Hu.Duncan.Rojas@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Ignatius.Randall.Webster@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Ivana.Cecilia.Patton@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Jena.Vanna.White@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Jerome.Alec.Wallace@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Jerome.Levi.Mcclain@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Joelle.Molly.Mccarty@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Kelly.Hashim.Carr@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Kevyn.Frances.Brennan@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Kyra.Fiona.Bonner@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Leah.Molly.Tate@dtaa.com",21
"Austin.Stewart.Mccarthy@dtaa.com","Madaline.Pamela.Mcknight@dtaa.com",21
"Austin.Stewart.Mccarthy@dtaa.com","Madeline.Mia.Schultz@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Maryam.Althea.Bird@dtaa.com",11
"Austin.Stewart.Mccarthy@dtaa.com","Nicholas.Edward.Emerson@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Nicole.Maris.Valentine@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Octavius.Ulric.Sexton@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Odessa.Susan.Bowman@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Perry.Reese.Morton@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Quentin.Clinton.Thomas@dtaa.com",25
"Austin.Stewart.Mccarthy@dtaa.com","Raphael.Jarrod.Hammond@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Rudyard.Davis.Barnett@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Sarah.Penelope.Duffy@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Suki.Linda.Odom@dtaa.com",14
"Austin.Stewart.Mccarthy@dtaa.com","Suki.Mallory.Baker@dtaa.com",2
"Austin.Stewart.Mccarthy@dtaa.com","Sybill.Savannah.Ellis@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Tanisha.Chelsea.Preston@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Taylor.Brady.House@dtaa.com",2
"Austin.Stewart.Mccarthy@dtaa.com","Thomas.Luke.Gonzales@dtaa.com",1
"Austin.Stewart.Mccarthy@dtaa.com","Upton.Kevin.Wilcox@dtaa.com",1
"Autumn.Anne.Harvey@hotmail.com","Germaine.Cameran.Irwin@dtaa.com",1
"Autumn.Anne.Harvey@hotmail.com","Glenna.Leah.Holman@dtaa.com",1
"Autumn.Anne.Harvey@hotmail.com","Ivan.Beck.Spencer@dtaa.com",20
"Autumn.Anne.Harvey@hotmail.com","Phoebe.Hedy.Pittman@dtaa.com",1
"Autumn.Aspen.Kelly@yahoo.com","Adele.Carol.Banks@dtaa.com",12
"Autumn.Aspen.Kelly@yahoo.com","Jerome.Alec.Wallace@dtaa.com",1
"Autumn.Aspen.Kelly@yahoo.com","William.Hu.Chang@dtaa.com",2
"Autumn.Aubrey.Hopkins@verizon.net","Nolan.Richard.Blackburn@dtaa.com",2
"Autumn.Gloria.Potter@harris.com","Shaine.Alexa.Cobb@dtaa.com",18
"Autumn.Iliana.Moody@northropgrumman.com","Thomas.Jermaine.Combs@dtaa.com",14
"Autumn.Mona.Erickson@raytheon.com","Conan.Burton.Blackburn@dtaa.com",1
"Autumn.Mona.Erickson@raytheon.com","Cora.Maggy.Wise@dtaa.com",1
"Autumn.Mona.Erickson@raytheon.com","Moses.Todd.Perez@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Aidan.Hilel.Morton@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Akeem.Brent.Holland@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Ann.Hannah.Dickerson@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Anne.Zia.Hawkins@dtaa.com",26
"Autumn.Sara.Snider@dtaa.com","Ashton.Lucius.Mccarty@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Axel.Xerxes.Chapman@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Buffy.Meredith.Giles@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Caleb.Leroy.Mccoy@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Cameran.Sheila.Conrad@dtaa.com",14
"Autumn.Sara.Snider@dtaa.com","Christian.Thomas.Copeland@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Cole.Thaddeus.Ellison@dtaa.com",15
"Autumn.Sara.Snider@dtaa.com","Cyrus.Jin.Park@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Daquan.Wing.Gutierrez@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Edward.Plato.Parks@dtaa.com",23
"Autumn.Sara.Snider@dtaa.com","Elmo.Dale.Patterson@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Eve.Skyler.Nelson@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Ferris.Samuel.Weiss@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Fiona.Phyllis.Swanson@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Giselle.Shellie.Barnett@dtaa.com",19
"Autumn.Sara.Snider@dtaa.com","Hadassah.Alma.Prince@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Haviva.Jada.Molina@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Helen.Angela.Shepard@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Howard.Jonathan.Contreras@dtaa.com",13
"Autumn.Sara.Snider@dtaa.com","Ina.Karyn.Wilkerson@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Isaiah.Hyatt.Talley@dtaa.com",26
"Autumn.Sara.Snider@dtaa.com","Kelly.Cade.Barnes@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Kyra.Fiona.Bonner@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Lars.Kenyon.Harding@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Len.Zachery.Vaughn@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Nelle.Pearl.Howe@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Nicole.Maris.Valentine@dtaa.com",2
"Autumn.Sara.Snider@dtaa.com","Odessa.Hayley.Quinn@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Ramona.Sandra.Parrish@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Robert.Herrod.Walter@dtaa.com",22
"Autumn.Sara.Snider@dtaa.com","Rudyard.Talon.Hickman@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Samuel.Paul.Burns@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Sonia.Nerea.Love@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Stella.Ursula.Velasquez@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Tamekah.Jena.Raymond@dtaa.com",1
"Autumn.Sara.Snider@dtaa.com","Tobias.Brady.Fletcher@dtaa.com",20
"Autumn.Sara.Snider@dtaa.com","Xanthus.Malachi.Larson@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Barclay.Adrian.Weiss@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Basia.Lara.Lloyd@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Blake.Noble.Terrell@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Burke.Rigel.Strong@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Calvin.Asher.Nguyen@dtaa.com",4
"Autumn.Shaeleigh.Fox@dtaa.com","Cameran.Sheila.Conrad@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Carson.Caesar.Olson@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Chadwick.Valentine.Roy@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Colby.Howard.Petersen@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Deirdre.Hayley.Stein@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Edan.Quinn.Randolph@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Evangeline.Chava.Curtis@dtaa.com",2
"Autumn.Shaeleigh.Fox@dtaa.com","Fritz.Buckminster.Patton@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Garrison.Burke.Richards@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Garrison.Davis.Knight@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Gisela.Kelsie.Yates@dtaa.com",7
"Autumn.Shaeleigh.Fox@dtaa.com","Glenna.Leah.Holman@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Hanna.Miranda.Lindsay@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Herrod.Stewart.Monroe@dtaa.com",2
"Autumn.Shaeleigh.Fox@dtaa.com","Imani.Doris.Meyer@dtaa.com",6
"Autumn.Shaeleigh.Fox@dtaa.com","Jacob.Dennis.Briggs@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Jerry.Vincent.Shepherd@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Joshua.Taylor.Sims@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Katelyn.Cailin.Solomon@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Keaton.Avram.Whitley@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Kelly.Cade.Barnes@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Kennan.Thane.Chavez@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Lana.Uma.Alexander@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Mariam.Roary.Jacobs@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Megan.Brynn.Snyder@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Nelle.Hadley.Walker@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Nicholas.Edward.Emerson@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Noelani.Rebekah.Farmer@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Nyssa.Zephr.Tyler@dtaa.com",5
"Autumn.Shaeleigh.Fox@dtaa.com","Quamar.Otto.Padilla@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Rhona.Aretha.Sykes@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Ryder.Benjamin.Salas@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Ryder.Ivan.Bowers@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Salvador.Quinn.Price@dtaa.com",1
"Autumn.Shaeleigh.Fox@dtaa.com","Xena.Uma.Gibson@dtaa.com",4
"Autumn.Shaeleigh.Fox@dtaa.com","Yvonne.Desiree.Gutierrez@dtaa.com",3
"Autumn.Xaviera.Bowen@cox.net","Ahmed.Quinlan.Melton@dtaa.com",1
"Autumn.Xaviera.Bowen@cox.net","Amber.Shannon.Sawyer@dtaa.com",1
"Ava.Dacey.Fields@optonline.net","Guy.Lev.Parrish@dtaa.com",1
"Ava.Sarah.Beard@juno.com","Flynn.Timothy.Tanner@dtaa.com",1
"Ava.Sarah.Beard@juno.com","Hedwig.Casey.Farmer@dtaa.com",1
"Ava.Sarah.Beard@juno.com","Porter.Hop.Livingston@dtaa.com",14
"Ava.Shoshana.Mcfadden@bellsouth.net","Ivana.Octavia.Terrell@dtaa.com",6
"Ava.Shoshana.Mcfadden@bellsouth.net","Madeson.Chanda.Foley@dtaa.com",1
"Avram.Dane.Hendricks@sbcglobal.net","Nolan.Richard.Blackburn@dtaa.com",2
"Avram.Dane.Hendricks@sbcglobal.net","Venus.Bethany.Macdonald@dtaa.com",1
"Avram.Lance.Robertson@sbcglobal.net","Abigail.Brianna.Terrell@dtaa.com",1
"Avram.Lance.Robertson@sbcglobal.net","Jada.Quinn.Vang@dtaa.com",1
"Avram.Lance.Robertson@sbcglobal.net","Olga.Jane.Bonner@dtaa.com",8
"Avram.Nasim.Roach@dtaa.com","Alyssa.Kimberly.Pratt@dtaa.com",1
